amount_loan,duration,payments,status,balance,date_diff,type_credit,type_withdrawal,disp_disponent,disp_no_disponent
158976,48,3312,1,69884.7,1209600.0,1,0,0,1
158976,48,3312,1,50170.1,86400.0,0,1,0,1
158976,48,3312,1,46770.1,691200.0,0,1,0,1
158976,48,3312,1,54062.1,864000.0,1,0,0,1
158976,48,3312,1,49053.1,172800.0,0,1,0,1
158976,48,3312,1,48732.1,86400.0,0,1,0,1
158976,48,3312,1,48514.1,86400.0,0,1,0,1
158976,48,3312,1,71597.1,950400.0,0,1,0,1
158976,48,3312,1,91508.1,1209600.0,1,0,0,1
158976,48,3312,1,71830.0,604800.0,0,1,0,1
158976,48,3312,1,50730.0,0.0,0,1,0,1
158976,48,3312,1,71844.6,604800.0,1,0,0,1
158976,48,3312,1,40530.0,259200.0,0,1,0,1
158976,48,3312,1,36930.0,432000.0,0,1,0,1
158976,48,3312,1,31921.0,259200.0,0,1,0,1
158976,48,3312,1,31600.0,86400.0,0,1,0,1
158976,48,3312,1,31382.0,86400.0,0,1,0,1
158976,48,3312,1,35597.0,1382400.0,0,1,0,1
158976,48,3312,1,38097.0,2505600.0,1,0,0,1
158976,48,3312,1,27197.0,86400.0,0,1,0,1
158976,48,3312,1,27333.4,86400.0,0,1,0,1
158976,48,3312,1,27348.0,172800.0,1,0,0,1
158976,48,3312,1,41685.4,259200.0,1,0,0,1
158976,48,3312,1,28291.4,864000.0,0,1,0,1
158976,48,3312,1,23282.4,86400.0,0,1,0,1
158976,48,3312,1,22961.4,86400.0,0,1,0,1
158976,48,3312,1,22743.4,86400.0,0,1,0,1
158976,48,3312,1,64497.4,1209600.0,1,0,0,1
158976,48,3312,1,101944.4,86400.0,1,0,0,1
158976,48,3312,1,64644.4,1382400.0,0,1,0,1
158976,48,3312,1,64869.5,86400.0,0,1,0,1
158976,48,3312,1,64884.1,1036800.0,1,0,0,1
158976,48,3312,1,87691.5,86400.0,1,0,0,1
158976,48,3312,1,94209.5,691200.0,0,1,0,1
158976,48,3312,1,111209.5,604800.0,1,0,0,1
158976,48,3312,1,89200.5,259200.0,0,1,0,1
158976,48,3312,1,66195.5,86400.0,0,1,0,1
158976,48,3312,1,66516.5,0.0,0,1,0,1
158976,48,3312,1,65977.5,86400.0,0,1,0,1
158976,48,3312,1,63577.5,86400.0,0,1,0,1
158976,48,3312,1,61492.5,172800.0,0,1,0,1
158976,48,3312,1,56992.5,0.0,0,1,0,1
158976,48,3312,1,32945.5,86400.0,0,1,0,1
158976,48,3312,1,73966.5,1728000.0,1,0,0,1
158976,48,3312,1,50066.5,1036800.0,0,1,0,1
158976,48,3312,1,45966.5,86400.0,0,1,0,1
158976,48,3312,1,46183.7,86400.0,0,1,0,1
158976,48,3312,1,46198.3,259200.0,1,0,0,1
158976,48,3312,1,41174.7,950400.0,0,1,0,1
158976,48,3312,1,40853.7,86400.0,0,1,0,1
158976,48,3312,1,40635.7,86400.0,0,1,0,1
158976,48,3312,1,29235.7,777600.0,0,1,0,1
158976,48,3312,1,30835.7,2419200.0,1,0,0,1
158976,48,3312,1,30985.2,691200.0,0,1,0,1
158976,48,3312,1,30999.8,172800.0,1,0,0,1
158976,48,3312,1,38779.2,691200.0,1,0,0,1
158976,48,3312,1,36279.2,691200.0,0,1,0,1
158976,48,3312,1,59218.2,259200.0,1,0,0,1
158976,48,3312,1,54209.2,259200.0,0,1,0,1
158976,48,3312,1,53888.2,86400.0,0,1,0,1
158976,48,3312,1,68976.2,172800.0,1,0,0,1
158976,48,3312,1,68758.2,86400.0,0,1,0,1
158976,48,3312,1,74968.2,432000.0,1,0,0,1
158976,48,3312,1,72868.2,518400.0,0,1,0,1
158976,48,3312,1,87023.2,432000.0,0,1,0,1
158976,48,3312,1,106413.2,518400.0,1,0,0,1
158976,48,3312,1,77123.2,259200.0,0,1,0,1
158976,48,3312,1,50823.2,86400.0,0,1,0,1
158976,48,3312,1,51053.8,259200.0,0,1,0,1
158976,48,3312,1,51068.4,604800.0,1,0,0,1
158976,48,3312,1,46553.8,172800.0,0,1,0,1
158976,48,3312,1,24556.8,518400.0,0,1,0,1
158976,48,3312,1,20856.8,172800.0,0,1,0,1
158976,48,3312,1,15847.8,86400.0,0,1,0,1
158976,48,3312,1,15526.8,86400.0,0,1,0,1
158976,48,3312,1,15308.8,86400.0,0,1,0,1
158976,48,3312,1,37541.8,1728000.0,1,0,0,1
158976,48,3312,1,28841.8,691200.0,0,1,0,1
158976,48,3312,1,25541.8,172800.0,0,1,0,1
158976,48,3312,1,28041.8,604800.0,1,0,0,1
158976,48,3312,1,28148.3,691200.0,0,1,0,1
158976,48,3312,1,28162.9,345600.0,1,0,0,1
158976,48,3312,1,25148.3,518400.0,0,1,0,1
158976,48,3312,1,20948.3,86400.0,0,1,0,1
158976,48,3312,1,15939.3,345600.0,0,1,0,1
158976,48,3312,1,15618.3,86400.0,0,1,0,1
158976,48,3312,1,15400.3,86400.0,0,1,0,1
158976,48,3312,1,22900.3,2246400.0,1,0,0,1
158976,48,3312,1,22967.7,1296000.0,0,1,0,1
158976,48,3312,1,22982.3,172800.0,1,0,0,1
158976,48,3312,1,17958.7,950400.0,0,1,0,1
158976,48,3312,1,17637.7,86400.0,0,1,0,1
158976,48,3312,1,17419.7,86400.0,0,1,0,1
158976,48,3312,1,12819.7,345600.0,0,1,0,1
158976,48,3312,1,18819.7,2419200.0,1,0,0,1
158976,48,3312,1,18879.4,1209600.0,0,1,0,1
158976,48,3312,1,18894.0,259200.0,1,0,0,1
137904,24,5746,0,600.0,0.0,1,0,0,1
137904,24,5746,0,12478.0,1900800.0,1,0,0,1
137904,24,5746,0,19878.0,691200.0,1,0,0,1
137904,24,5746,0,19907.4,864000.0,1,0,0,1
137904,24,5746,0,31785.4,1123200.0,1,0,0,1
137904,24,5746,0,28285.4,0.0,0,1,0,1
137904,24,5746,0,28381.0,1468800.0,1,0,0,1
137904,24,5746,0,40259.0,1123200.0,1,0,0,1
137904,24,5746,0,31259.0,2592000.0,0,1,0,1
137904,24,5746,0,31381.7,1555200.0,1,0,0,1
137904,24,5746,0,43259.7,1123200.0,1,0,0,1
137904,24,5746,0,35159.7,2592000.0,0,1,0,1
79632,24,3318,1,900.0,0.0,1,0,0,1
79632,24,3318,1,45010.0,432000.0,1,0,0,1
79632,24,3318,1,45122.5,1468800.0,1,0,0,1
79632,24,3318,1,35522.5,0.0,0,1,0,1
79632,24,3318,1,79632.5,1123200.0,1,0,0,1
79632,24,3318,1,79908.5,1555200.0,1,0,0,1
79632,24,3318,1,53208.5,2592000.0,0,1,0,1
79632,24,3318,1,55073.5,518400.0,0,1,0,1
79632,24,3318,1,119373.5,1123200.0,1,0,0,1
79632,24,3318,1,55343.9,1468800.0,1,0,0,1
79632,24,3318,1,38043.9,2073600.0,0,1,0,1
79632,24,3318,1,82153.9,1123200.0,1,0,0,1
79632,24,3318,1,82452.5,1555200.0,1,0,0,1
79632,24,3318,1,55152.5,2592000.0,0,1,0,1
79632,24,3318,1,89746.5,604800.0,0,1,0,1
79632,24,3318,1,99262.5,1123200.0,1,0,0,1
244560,60,4076,1,1000.0,0.0,1,0,0,1
244560,60,4076,1,25453.0,1987200.0,1,0,0,1
244560,60,4076,1,26153.0,604800.0,1,0,0,1
244560,60,4076,1,26218.4,1468800.0,1,0,0,1
244560,60,4076,1,62898.4,518400.0,1,0,0,1
244560,60,4076,1,45898.4,0.0,0,1,0,1
244560,60,4076,1,46057.8,2160000.0,1,0,0,1
244560,60,4076,1,70510.8,518400.0,1,0,0,1
244560,60,4076,1,47810.8,2592000.0,0,1,0,1
244560,60,4076,1,48007.2,2160000.0,1,0,0,1
244560,60,4076,1,72460.1,518400.0,1,0,0,1
244560,60,4076,1,47860.1,2592000.0,0,1,0,1
244560,60,4076,1,48059.5,1900800.0,1,0,0,1
244560,60,4076,1,72512.5,518400.0,1,0,0,1
244560,60,4076,1,56560.5,2073600.0,0,1,0,1
244560,60,4076,1,52260.5,86400.0,0,1,0,1
244560,60,4076,1,40254.5,172800.0,0,1,0,1
244560,60,4076,1,34854.5,259200.0,0,1,0,1
244560,60,4076,1,28692.5,172800.0,0,1,0,1
244560,60,4076,1,28829.3,1382400.0,0,1,0,1
244560,60,4076,1,28843.9,2160000.0,1,0,0,1
244560,60,4076,1,23033.3,86400.0,0,1,0,1
244560,60,4076,1,19433.3,172800.0,0,1,0,1
244560,60,4076,1,43886.3,518400.0,1,0,0,1
244560,60,4076,1,39686.3,432000.0,0,1,0,1
244560,60,4076,1,27680.3,172800.0,0,1,0,1
244560,60,4076,1,29080.3,518400.0,1,0,0,1
244560,60,4076,1,29189.4,1728000.0,0,1,0,1
244560,60,4076,1,29204.0,1555200.0,1,0,0,1
244560,60,4076,1,53642.4,518400.0,1,0,0,1
244560,60,4076,1,49742.4,604800.0,0,1,0,1
244560,60,4076,1,37736.4,259200.0,0,1,0,1
244560,60,4076,1,35036.4,172800.0,0,1,0,1
244560,60,4076,1,31136.4,172800.0,0,1,0,1
244560,60,4076,1,26336.4,1382400.0,0,1,0,1
244560,60,4076,1,26459.1,86400.0,0,1,0,1
244560,60,4076,1,26473.7,2160000.0,1,0,0,1
244560,60,4076,1,63139.1,518400.0,1,0,0,1
244560,60,4076,1,38539.1,777600.0,0,1,0,1
244560,60,4076,1,26533.1,86400.0,0,1,0,1
244560,60,4076,1,25433.1,86400.0,0,1,0,1
244560,60,4076,1,21326.1,777600.0,0,1,0,1
51408,24,2142,1,900.0,0.0,1,0,0,1
51408,24,2142,1,11876.0,2332800.0,1,0,0,1
51408,24,2142,1,20376.0,259200.0,1,0,0,1
51408,24,2142,1,20419.8,1296000.0,1,0,0,1
51408,24,2142,1,46220.8,259200.0,1,0,0,1
51408,24,2142,1,35620.8,0.0,0,1,0,1
51408,24,2142,1,35740.5,2419200.0,1,0,0,1
51408,24,2142,1,28440.5,2592000.0,0,1,0,1
51408,24,2142,1,28589.0,2419200.0,1,0,0,1
51408,24,2142,1,56874.0,345600.0,1,0,0,1
51408,24,2142,1,40174.0,2592000.0,0,1,0,1
51408,24,2142,1,40332.2,2332800.0,1,0,0,1
51408,24,2142,1,62611.2,950400.0,1,0,0,1
51408,24,2142,1,89492.2,2592000.0,0,1,0,1
51408,24,2142,1,55792.2,0.0,0,1,0,1
51408,24,2142,1,107792.2,345600.0,1,0,0,1
51408,24,2142,1,56102.6,1296000.0,1,0,0,1
51408,24,2142,1,56088.0,1296000.0,0,1,0,1
51408,24,2142,1,53588.0,345600.0,0,1,0,1
51408,24,2142,1,39188.0,950400.0,0,1,0,1
51408,24,2142,1,31388.0,345600.0,0,1,0,1
51408,24,2142,1,31569.0,2678400.0,1,0,0,1
51408,24,2142,1,31554.4,1036800.0,0,1,0,1
51408,24,2142,1,49737.4,604800.0,1,0,0,1
51408,24,2142,1,36937.4,1209600.0,0,1,0,1
51408,24,2142,1,34737.4,345600.0,0,1,0,1
51408,24,2142,1,42143.4,1209600.0,1,0,0,1
51408,24,2142,1,56604.4,172800.0,1,0,0,1
51408,24,2142,1,32965.4,604800.0,0,1,0,1
51408,24,2142,1,33111.8,604800.0,1,0,0,1
51408,24,2142,1,33097.2,432000.0,0,1,0,1
51408,24,2142,1,30597.2,259200.0,0,1,0,1
51408,24,2142,1,28597.2,950400.0,0,1,0,1
51408,24,2142,1,48150.2,1296000.0,1,0,0,1
51408,24,2142,1,86992.2,950400.0,1,0,0,1
51408,24,2142,1,87194.8,432000.0,1,0,0,1
51408,24,2142,1,87180.2,1468800.0,0,1,0,1
51408,24,2142,1,137087.2,259200.0,1,0,0,1
51408,24,2142,1,87687.2,259200.0,0,1,0,1
51408,24,2142,1,85087.2,777600.0,0,1,0,1
51408,24,2142,1,54887.2,86400.0,0,1,0,1
51408,24,2142,1,55167.9,2419200.0,1,0,0,1
51408,24,2142,1,55153.3,1555200.0,0,1,0,1
51408,24,2142,1,85394.3,518400.0,1,0,0,1
51408,24,2142,1,56694.3,1036800.0,0,1,0,1
51408,24,2142,1,55094.3,345600.0,0,1,0,1
51408,24,2142,1,101791.3,1382400.0,1,0,0,1
51408,24,2142,1,84321.3,691200.0,0,1,0,1
51408,24,2142,1,115521.3,172800.0,1,0,0,1
51408,24,2142,1,59642.3,86400.0,0,1,0,1
51408,24,2142,1,117342.3,86400.0,1,0,0,1
51408,24,2142,1,56742.3,259200.0,0,1,0,1
51408,24,2142,1,56992.2,432000.0,1,0,0,1
51408,24,2142,1,56977.6,172800.0,0,1,0,1
51408,24,2142,1,39077.6,1036800.0,0,1,0,1
51408,24,2142,1,19986.6,950400.0,0,1,0,1
51408,24,2142,1,20179.3,2678400.0,1,0,0,1
51408,24,2142,1,20164.7,691200.0,0,1,0,1
51408,24,2142,1,32785.7,172800.0,1,0,0,1
51408,24,2142,1,26085.7,950400.0,0,1,0,1
51408,24,2142,1,51051.7,864000.0,1,0,0,1
51408,24,2142,1,49051.7,345600.0,0,1,0,1
51408,24,2142,1,49213.4,1555200.0,1,0,0,1
51408,24,2142,1,49198.8,1296000.0,0,1,0,1
221280,48,4610,1,1100.0,0.0,1,0,1,0
221280,48,4610,1,34552.0,2246400.0,1,0,1,0
221280,48,4610,1,31152.0,0.0,0,1,1,0
221280,48,4610,1,31221.5,1555200.0,1,0,1,0
221280,48,4610,1,64673.5,864000.0,1,0,1,0
221280,48,4610,1,45773.5,2592000.0,0,1,1,0
221280,48,4610,1,45934.8,1814400.0,1,0,1,0
221280,48,4610,1,79386.8,864000.0,1,0,1,0
221280,48,4610,1,51586.8,2592000.0,0,1,1,0
221280,48,4610,1,51790.4,1728000.0,1,0,1,0
221280,48,4610,1,85242.4,864000.0,1,0,1,0
221280,48,4610,1,55742.4,2592000.0,0,1,1,0
221280,48,4610,1,55966.8,1814400.0,1,0,1,0
221280,48,4610,1,53744.8,2246400.0,0,1,1,0
221280,48,4610,1,86044.8,0.0,0,1,1,0
221280,48,4610,1,106144.8,864000.0,1,0,1,0
221280,48,4610,1,42944.8,345600.0,0,1,1,0
221280,48,4610,1,25453.8,518400.0,0,1,1,0
221280,48,4610,1,21953.8,86400.0,0,1,1,0
221280,48,4610,1,22152.3,1728000.0,1,0,1,0
221280,48,4610,1,22122.3,777600.0,0,1,1,0
221280,48,4610,1,14320.3,777600.0,0,1,1,0
221280,48,4610,1,8620.3,0.0,0,1,1,0
221280,48,4610,1,42072.3,864000.0,1,0,1,0
221280,48,4610,1,32672.3,432000.0,0,1,1,0
221280,48,4610,1,32799.5,1814400.0,1,0,1,0
221280,48,4610,1,32769.5,1468800.0,0,1,1,0
221280,48,4610,1,20769.5,518400.0,0,1,1,0
221280,48,4610,1,12967.5,259200.0,0,1,1,0
221280,48,4610,1,46419.5,864000.0,1,0,1,0
221280,48,4610,1,42719.5,86400.0,0,1,1,0
221280,48,4610,1,35619.5,259200.0,0,1,1,0
221280,48,4610,1,24819.5,172800.0,0,1,1,0
221280,48,4610,1,24939.8,1814400.0,1,0,1,0
221280,48,4610,1,24909.8,1382400.0,0,1,1,0
221280,48,4610,1,17107.8,777600.0,0,1,1,0
221280,48,4610,1,50559.8,864000.0,1,0,1,0
221280,48,4610,1,38759.8,259200.0,0,1,1,0
221280,48,4610,1,33259.8,1036800.0,0,1,1,0
221280,48,4610,1,33401.8,1728000.0,1,0,1,0
221280,48,4610,1,33371.8,518400.0,0,1,1,0
221280,48,4610,1,25443.8,345600.0,0,1,1,0
221280,48,4610,1,17641.8,432000.0,0,1,1,0
221280,48,4610,1,51093.8,864000.0,1,0,1,0
221280,48,4610,1,40193.8,259200.0,0,1,1,0
221280,48,4610,1,36193.8,518400.0,0,1,1,0
221280,48,4610,1,28253.8,172800.0,0,1,1,0
221280,48,4610,1,28393.3,1814400.0,1,0,1,0
221280,48,4610,1,28363.3,950400.0,0,1,1,0
221280,48,4610,1,25663.3,432000.0,0,1,1,0
221280,48,4610,1,17861.3,345600.0,0,1,1,0
221280,48,4610,1,51313.3,864000.0,1,0,1,0
221280,48,4610,1,36213.3,172800.0,0,1,1,0
221280,48,4610,1,32013.3,259200.0,0,1,1,0
221280,48,4610,1,29413.3,259200.0,0,1,1,0
221280,48,4610,1,29539.9,1728000.0,1,0,1,0
221280,48,4610,1,29509.9,1123200.0,0,1,1,0
221280,48,4610,1,23809.9,345600.0,0,1,1,0
221280,48,4610,1,16007.9,432000.0,0,1,1,0
221280,48,4610,1,66185.9,864000.0,1,0,1,0
221280,48,4610,1,44685.9,172800.0,0,1,1,0
221280,48,4610,1,39685.9,604800.0,0,1,1,0
221280,48,4610,1,39845.2,1814400.0,1,0,1,0
221280,48,4610,1,39815.2,1123200.0,0,1,1,0
221280,48,4610,1,32013.2,777600.0,0,1,1,0
221280,48,4610,1,46665.2,86400.0,0,1,1,0
221280,48,4610,1,65465.2,864000.0,1,0,1,0
221280,48,4610,1,36687.2,691200.0,0,1,1,0
221280,48,4610,1,31187.2,86400.0,0,1,1,0
221280,48,4610,1,31344.7,1814400.0,1,0,1,0
221280,48,4610,1,31314.7,1036800.0,0,1,1,0
97224,24,4051,1,1000.0,0.0,1,0,1,0
97224,24,4051,1,11838.0,2160000.0,1,0,1,0
97224,24,4051,1,19038.0,432000.0,1,0,1,0
97224,24,4051,1,19094.3,1814400.0,1,0,1,0
97224,24,4051,1,29932.3,432000.0,1,0,1,0
97224,24,4051,1,27032.3,0.0,0,1,1,0
97224,24,4051,1,27136.0,2160000.0,1,0,1,0
97224,24,4051,1,43393.0,432000.0,1,0,1,0
97224,24,4051,1,31693.0,2592000.0,0,1,1,0
97224,24,4051,1,31820.1,2246400.0,1,0,1,0
97224,24,4051,1,42658.1,432000.0,1,0,1,0
97224,24,4051,1,31858.1,2592000.0,0,1,1,0
97224,24,4051,1,31990.7,2246400.0,1,0,1,0
97224,24,4051,1,42828.7,432000.0,1,0,1,0
97224,24,4051,1,33228.7,2592000.0,0,1,1,0
97224,24,4051,1,29719.7,0.0,0,1,1,0
97224,24,4051,1,26003.7,86400.0,0,1,1,0
97224,24,4051,1,21203.7,518400.0,0,1,1,0
97224,24,4051,1,18803.7,172800.0,0,1,1,0
97224,24,4051,1,18902.4,1987200.0,1,0,1,0
97224,24,4051,1,18887.8,1036800.0,0,1,1,0
97224,24,4051,1,29725.8,432000.0,1,0,1,0
97224,24,4051,1,26216.8,604800.0,0,1,1,0
97224,24,4051,1,22500.8,86400.0,0,1,1,0
97224,24,4051,1,23400.8,345600.0,1,0,1,0
97224,24,4051,1,20700.8,1296000.0,0,1,1,0
97224,24,4051,1,20791.7,1900800.0,1,0,1,0
97224,24,4051,1,20777.1,691200.0,0,1,1,0
97224,24,4051,1,31615.1,432000.0,1,0,1,0
97224,24,4051,1,28106.1,604800.0,0,1,1,0
97224,24,4051,1,28306.1,259200.0,1,0,1,0
97224,24,4051,1,24590.1,86400.0,0,1,1,0
97224,24,4051,1,23150.1,432000.0,0,1,1,0
97224,24,4051,1,18350.1,864000.0,0,1,1,0
97224,24,4051,1,14250.1,432000.0,0,1,1,0
97224,24,4051,1,14339.2,1900800.0,1,0,1,0
97224,24,4051,1,14324.6,172800.0,0,1,1,0
97224,24,4051,1,25162.6,432000.0,1,0,1,0
97224,24,4051,1,21653.6,604800.0,0,1,1,0
97224,24,4051,1,21153.6,86400.0,0,1,1,0
97224,24,4051,1,17437.6,0.0,0,1,1,0
97224,24,4051,1,17508.2,2246400.0,1,0,1,0
97224,24,4051,1,17493.6,1987200.0,0,1,1,0
97224,24,4051,1,33750.6,432000.0,1,0,1,0
97224,24,4051,1,29050.6,604800.0,0,1,1,0
97224,24,4051,1,25541.6,0.0,0,1,1,0
97224,24,4051,1,21825.6,86400.0,0,1,1,0
97224,24,4051,1,16925.6,345600.0,0,1,1,0
97224,24,4051,1,17000.5,2160000.0,1,0,1,0
97224,24,4051,1,16985.9,1555200.0,0,1,1,0
97224,24,4051,1,27823.9,432000.0,1,0,1,0
97224,24,4051,1,23914.9,604800.0,0,1,1,0
97224,24,4051,1,27423.9,0.0,0,1,1,0
97224,24,4051,1,20198.9,86400.0,0,1,1,0
97224,24,4051,1,19478.9,432000.0,0,1,1,0
97224,24,4051,1,17078.9,259200.0,0,1,1,0
97224,24,4051,1,17153.9,2246400.0,1,0,1,0
97224,24,4051,1,17139.3,1296000.0,0,1,1,0
97224,24,4051,1,15819.3,172800.0,0,1,1,0
97224,24,4051,1,26657.3,432000.0,1,0,1,0
97224,24,4051,1,24857.3,345600.0,0,1,1,0
97224,24,4051,1,21348.3,86400.0,0,1,1,0
97224,24,4051,1,19068.3,0.0,0,1,1,0
97224,24,4051,1,15352.3,86400.0,0,1,1,0
97224,24,4051,1,12152.3,518400.0,0,1,1,0
97224,24,4051,1,12213.0,2246400.0,1,0,1,0
97224,24,4051,1,12198.4,1468800.0,0,1,1,0
97224,24,4051,1,23036.4,432000.0,1,0,1,0
97224,24,4051,1,19527.4,604800.0,0,1,1,0
97224,24,4051,1,15811.4,86400.0,0,1,1,0
97224,24,4051,1,11511.4,345600.0,0,1,1,0
97224,24,4051,1,11563.3,2160000.0,1,0,1,0
97224,24,4051,1,11548.7,1555200.0,0,1,1,0
97224,24,4051,1,24386.7,432000.0,1,0,1,0
97224,24,4051,1,13548.7,0.0,1,0,1,0
97224,24,4051,1,20877.7,604800.0,0,1,1,0
97224,24,4051,1,17161.7,86400.0,0,1,1,0
97224,24,4051,1,13061.7,777600.0,0,1,1,0
97224,24,4051,1,10361.7,950400.0,0,1,1,0
97224,24,4051,1,10419.8,2246400.0,1,0,1,0
97224,24,4051,1,10405.2,259200.0,0,1,1,0
97224,24,4051,1,17605.2,345600.0,1,0,1,0
97224,24,4051,1,28443.2,86400.0,1,0,1,0
97224,24,4051,1,24934.2,604800.0,0,1,1,0
97224,24,4051,1,21218.2,86400.0,0,1,1,0
97224,24,4051,1,21303.0,2160000.0,1,0,1,0
97224,24,4051,1,21288.4,1900800.0,0,1,1,0
97224,24,4051,1,22288.4,345600.0,1,0,1,0
97224,24,4051,1,38545.4,86400.0,1,0,1,0
97224,24,4051,1,34865.4,518400.0,0,1,1,0
97224,24,4051,1,31356.4,86400.0,0,1,1,0
97224,24,4051,1,27640.4,86400.0,0,1,1,0
97224,24,4051,1,23540.4,777600.0,0,1,1,0
97224,24,4051,1,23646.6,2246400.0,1,0,1,0
97224,24,4051,1,23632.0,1209600.0,0,1,1,0
97224,24,4051,1,20272.0,86400.0,0,1,1,0
97224,24,4051,1,25872.0,259200.0,1,0,1,0
97224,24,4051,1,36710.0,172800.0,1,0,1,0
97224,24,4051,1,33201.0,518400.0,0,1,1,0
97224,24,4051,1,29401.0,86400.0,0,1,1,0
97224,24,4051,1,25685.0,0.0,0,1,1,0
97224,24,4051,1,22085.0,604800.0,0,1,1,0
97224,24,4051,1,21005.0,432000.0,0,1,1,0
97224,24,4051,1,18485.0,172800.0,0,1,1,0
97224,24,4051,1,16085.0,691200.0,0,1,1,0
97224,24,4051,1,16181.2,2246400.0,1,0,1,0
97224,24,4051,1,16166.6,86400.0,0,1,1,0
97224,24,4051,1,19466.6,172800.0,1,0,1,0
97224,24,4051,1,30304.6,259200.0,1,0,1,0
97224,24,4051,1,26795.6,604800.0,0,1,1,0
97224,24,4051,1,23079.6,86400.0,0,1,1,0
97224,24,4051,1,19479.6,777600.0,0,1,1,0
73836,36,2051,1,900.0,0.0,1,0,0,1
73836,36,2051,1,22484.0,432000.0,1,0,0,1
73836,36,2051,1,23684.0,2160000.0,1,0,0,1
73836,36,2051,1,23703.1,432000.0,1,0,0,1
73836,36,2051,1,25203.1,2160000.0,1,0,0,1
73836,36,2051,1,25301.8,432000.0,1,0,0,1
73836,36,2051,1,65694.8,1641600.0,1,0,0,1
73836,36,2051,1,45594.8,0.0,0,1,0,1
73836,36,2051,1,85326.8,777600.0,1,0,0,1
73836,36,2051,1,129607.8,172800.0,1,0,0,1
73836,36,2051,1,101907.8,432000.0,0,1,0,1
73836,36,2051,1,102052.9,86400.0,1,0,0,1
73836,36,2051,1,65052.9,2160000.0,0,1,0,1
73836,36,2051,1,65477.5,2678400.0,1,0,0,1
73836,36,2051,1,45377.5,2592000.0,0,1,0,1
73836,36,2051,1,45802.1,2592000.0,1,0,0,1
73836,36,2051,1,65232.1,1296000.0,1,0,0,1
73836,36,2051,1,45132.1,2592000.0,0,1,0,1
73836,36,2051,1,67453.1,950400.0,1,0,0,1
87816,12,7318,1,800.0,0.0,1,0,1,0
87816,12,7318,1,10724.0,2419200.0,1,0,1,0
87816,12,7318,1,16224.0,172800.0,1,0,1,0
87816,12,7318,1,16278.5,2073600.0,1,0,1,0
87816,12,7318,1,26202.5,432000.0,1,0,1,0
87816,12,7318,1,27602.5,86400.0,1,0,1,0
87816,12,7318,1,27709.9,2160000.0,1,0,1,0
87816,12,7318,1,37633.9,432000.0,1,0,1,0
87816,12,7318,1,30333.9,0.0,0,1,1,0
87816,12,7318,1,30485.1,2160000.0,1,0,1,0
87816,12,7318,1,40409.1,432000.0,1,0,1,0
87816,12,7318,1,30109.1,2592000.0,0,1,1,0
87816,12,7318,1,23909.1,2073600.0,0,1,1,0
87816,12,7318,1,24036.0,2246400.0,1,0,1,0
87816,12,7318,1,22936.0,518400.0,0,1,1,0
87816,12,7318,1,32860.0,432000.0,1,0,1,0
87816,12,7318,1,27855.0,345600.0,0,1,1,0
87816,12,7318,1,27970.8,2160000.0,1,0,1,0
87816,12,7318,1,27956.2,1900800.0,0,1,1,0
87816,12,7318,1,28556.2,345600.0,1,0,1,0
87816,12,7318,1,43442.2,86400.0,1,0,1,0
87816,12,7318,1,38437.2,691200.0,0,1,1,0
87816,12,7318,1,30837.2,1036800.0,0,1,1,0
87816,12,7318,1,29397.2,691200.0,0,1,1,0
87816,12,7318,1,29540.6,2246400.0,1,0,1,0
87816,12,7318,1,29526.0,259200.0,0,1,1,0
87816,12,7318,1,22006.0,86400.0,0,1,1,0
87816,12,7318,1,23006.0,259200.0,1,0,1,0
87816,12,7318,1,32930.0,172800.0,1,0,1,0
87816,12,7318,1,26230.0,518400.0,0,1,1,0
87816,12,7318,1,21225.0,86400.0,0,1,1,0
87816,12,7318,1,21319.9,2246400.0,1,0,1,0
87816,12,7318,1,21305.3,1987200.0,0,1,1,0
87816,12,7318,1,23505.3,172800.0,1,0,1,0
87816,12,7318,1,33429.3,259200.0,1,0,1,0
87816,12,7318,1,28424.3,691200.0,0,1,1,0
87816,12,7318,1,21224.3,259200.0,0,1,1,0
87816,12,7318,1,21321.2,1987200.0,1,0,1,0
87816,12,7318,1,21306.6,1468800.0,0,1,1,0
87816,12,7318,1,25706.6,345600.0,1,0,1,0
87816,12,7318,1,35630.6,86400.0,1,0,1,0
87816,12,7318,1,30625.6,691200.0,0,1,1,0
87816,12,7318,1,24525.6,259200.0,0,1,1,0
87816,12,7318,1,24632.8,2246400.0,1,0,1,0
87816,12,7318,1,24618.2,1728000.0,0,1,1,0
87816,12,7318,1,28118.2,259200.0,1,0,1,0
87816,12,7318,1,38042.2,172800.0,1,0,1,0
87816,12,7318,1,33037.2,691200.0,0,1,1,0
87816,12,7318,1,25337.2,86400.0,0,1,1,0
87816,12,7318,1,21617.2,86400.0,0,1,1,0
87816,12,7318,1,21717.6,2160000.0,1,0,1,0
87816,12,7318,1,21703.0,1728000.0,0,1,1,0
87816,12,7318,1,25503.0,259200.0,1,0,1,0
87816,12,7318,1,35427.0,172800.0,1,0,1,0
87816,12,7318,1,30422.0,691200.0,0,1,1,0
87816,12,7318,1,17082.0,172800.0,0,1,1,0
87816,12,7318,1,26582.0,0.0,0,1,1,0
87816,12,7318,1,17193.2,2246400.0,1,0,1,0
87816,12,7318,1,17178.6,1814400.0,0,1,1,0
87816,12,7318,1,22678.6,172800.0,1,0,1,0
